Country,Discipline,Discipline URL,Game URL,Gender,Host City,Medal,Result,Winner,Year
CAN,15km Individual,https://www.olympic.org/biathlon/womens-15km-individual,/albertville-1992/biathlon/15km-women,Women,Albertville,B,0:52:15.0  ( 2),Myriam BÉDARD,1992
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/pyeongchang-2018/biathlon/womens-4x6km-relay,Women,PyeongChang,G,1:12:03.4,BLR,2018
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/pyeongchang-2018/biathlon/womens-4x6km-relay,Women,PyeongChang,S,1:12:14.1,SWE,2018
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/pyeongchang-2018/biathlon/womens-4x6km-relay,Women,PyeongChang,B,1:12:21.0,FRA,2018
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/vancouver-2010/biathlon/4x6km-relay-women,Women,Vancouver,G,1:09:36.3,RUS,2010
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/vancouver-2010/biathlon/4x6km-relay-women,Women,Vancouver,S,1:10:09.1,FRA,2010
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/vancouver-2010/biathlon/4x6km-relay-women,Women,Vancouver,B,1:10:13.4,GER,2010
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/sochi-2014/biathlon/4x6km-relay-women,Women,Sochi,G,1:10:02.5,UKR,2014
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/sochi-2014/biathlon/4x6km-relay-women,Women,Sochi,B,1:10:40.1,NOR,2014
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/turin-2006/biathlon/4x6km-relay-women,Women,Turin,G,1h16:12.5,RUS,2006
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/turin-2006/biathlon/4x6km-relay-women,Women,Turin,S,1h17:03.2,GER,2006
,4x6km Relay,https://www.olympic.org/biathlon/womens-4x6km-relay,/turin-2006/biathlon/4x6km-relay-women,Women,Turin,B,1h18:38.7,FRA,2006
,4x7.5km Relay,,/salt-lake-city-2002/biathlon/4x75km-relay-women,Women,Salt Lake City,G,01:27:55.000,GER,2002
,4x7.5km Relay,,/salt-lake-city-2002/biathlon/4x75km-relay-women,Women,Salt Lake City,S,01:28:25.600,NOR,2002
,4x7.5km Relay,,/salt-lake-city-2002/biathlon/4x75km-relay-women,Women,Salt Lake City,B,01:29:19.700,RUS,2002
,4x7.5km Relay,,/nagano-1998/biathlon/4x75km-relay-women,Women,Nagano,G,1h40:13.6,GER,1998
,4x7.5km Relay,,/nagano-1998/biathlon/4x75km-relay-women,Women,Nagano,S,1h40:25.2,RUS,1998
,4x7.5km Relay,,/nagano-1998/biathlon/4x75km-relay-women,Women,Nagano,B,1h40:37.3,NOR,1998
,4x7.5km Relay,,/lillehammer-1994/biathlon/4x75km-relay-women,Women,Lillehammer,G,1:47:19.5,RUS,1994
,4x7.5km Relay,,/lillehammer-1994/biathlon/4x75km-relay-women,Women,Lillehammer,S,1:51:16.5,GER,1994
,4x7.5km Relay,,/lillehammer-1994/biathlon/4x75km-relay-women,Women,Lillehammer,B,1:52:28.3,FRA,1994
,3x7.5km Relay,,/albertville-1992/biathlon/3x75km-relay-women,Women,Albertville,G,1:15:55.6 (0),FRA,1992
,3x7.5km Relay,,/albertville-1992/biathlon/3x75km-relay-women,Women,Albertville,S,1:16:18.4 (1),GER,1992
,3x7.5km Relay,,/albertville-1992/biathlon/3x75km-relay-women,Women,Albertville,B,1:16:54.6 (2),EUN,1992
GER,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/pyeongchang-2018/biathlon/womens-7-5km-sprint,Women,PyeongChang,G,21:06.2,Laura DAHLMEIER,2018
NOR,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/pyeongchang-2018/biathlon/womens-7-5km-sprint,Women,PyeongChang,S,21:30.4,Marte OLSBU,2018
CZE,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/pyeongchang-2018/biathlon/womens-7-5km-sprint,Women,PyeongChang,B,21:32.0,Veronika VITKOVA,2018
SVK,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/vancouver-2010/biathlon/75km-women,Women,Vancouver,G,19:55.6,Anastazia KUZMINA,2010
GER,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/vancouver-2010/biathlon/75km-women,Women,Vancouver,S,19:57.1,Magdalena NEUNER,2010
FRA,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/vancouver-2010/biathlon/75km-women,Women,Vancouver,B,20:06.5,Marie DORIN HABERT,2010
GER,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/salt-lake-city-2002/biathlon/75km-women,Women,Salt Lake City,G,00:20:41.400,Kati WILHELM,2002
GER,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/salt-lake-city-2002/biathlon/75km-women,Women,Salt Lake City,S,00:20:57.000,Uschi DISL,2002
SWE,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/salt-lake-city-2002/biathlon/75km-women,Women,Salt Lake City,B,00:21:20.400,Magdalena WALLIN,2002
CAN,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/lillehammer-1994/biathlon/75km-women,Women,Lillehammer,G,0:26:08.8 (2),Myriam BÉDARD,1994
BLR,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/lillehammer-1994/biathlon/75km-women,Women,Lillehammer,S,26:09.9,Svetlana PARAMYGINA,1994
UKR,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/lillehammer-1994/biathlon/75km-women,Women,Lillehammer,B,0:26:10.0  0,Valentyna TSERBE-NESSINA,1994
SVK,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/sochi-2014/biathlon/7-5km-women,Women,Sochi,G,21:06.8,Anastazia KUZMINA,2014
UKR,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/sochi-2014/biathlon/7-5km-women,Women,Sochi,B,21:28.5,Vita SEMERENKO,2014
FRA,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/turin-2006/biathlon/75km-women,Women,Turin,G,22:31.4,Florence BAVEREL,2006
SWE,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/turin-2006/biathlon/75km-women,Women,Turin,S,22:33.8,Anna Carin OLOFSSON-ZIDEK,2006
UKR,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/turin-2006/biathlon/75km-women,Women,Turin,B,22:38.0,Lilia VAYGINA-EFREMOVA,2006
RUS,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/nagano-1998/biathlon/75km-women,Women,Nagano,G,23:08.0,Galina KOUKLEVA,1998
GER,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/nagano-1998/biathlon/75km-women,Women,Nagano,S,23:08.7,Uschi DISL,1998
GER,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/nagano-1998/biathlon/75km-women,Women,Nagano,B,23:32.4,Katrin APEL,1998
EUN,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/albertville-1992/biathlon/75km-women,Women,Albertville,G,0:24:29.2  ( 3),Anfisa REZTSOVA,1992
GER,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/albertville-1992/biathlon/75km-women,Women,Albertville,S,0:24:45.1  ( 2),Antje MISERSKY,1992
EUN,7.5km Sprint,https://www.olympic.org/biathlon/womens-7-5km-sprint,/albertville-1992/biathlon/75km-women,Women,Albertville,B,0:24:50.8  ( 2),Yelena BELOVA,1992
,2x6km Women + 2x7.5km Men Relay,https://www.olympic.org/biathlon/2x6km-women-2x7-5km-men-mixed-relay,/pyeongchang-2018/biathlon/2x6km-women-2x7-5km-men-mixed-relay,Mixed,PyeongChang,G,1:08:34.3,FRA,2018
,2x6km Women + 2x7.5km Men Relay,https://www.olympic.org/biathlon/2x6km-women-2x7-5km-men-mixed-relay,/pyeongchang-2018/biathlon/2x6km-women-2x7-5km-men-mixed-relay,Mixed,PyeongChang,S,1:08:55.2,NOR,2018
,2x6km Women + 2x7.5km Men Relay,https://www.olympic.org/biathlon/2x6km-women-2x7-5km-men-mixed-relay,/pyeongchang-2018/biathlon/2x6km-women-2x7-5km-men-mixed-relay,Mixed,PyeongChang,B,1:09:01.2,ITA,2018
,2x6km Women + 2x7.5km Men Relay,https://www.olympic.org/biathlon/2x6km-women-2x7-5km-men-mixed-relay,/sochi-2014/biathlon/relay-mix-mixed,Mixed,Sochi,G,1:09:17.0,NOR,2014
,2x6km Women + 2x7.5km Men Relay,https://www.olympic.org/biathlon/2x6km-women-2x7-5km-men-mixed-relay,/sochi-2014/biathlon/relay-mix-mixed,Mixed,Sochi,S,1:09:49.6,CZE,2014
,2x6km Women + 2x7.5km Men Relay,https://www.olympic.org/biathlon/2x6km-women-2x7-5km-men-mixed-relay,/sochi-2014/biathlon/relay-mix-mixed,Mixed,Sochi,B,1:10:15.2,ITA,2014
